"G1.6E.3.ddrt" "G6.8V.3.ddrt" "P70S6K.A1.metab" "PKB.metab" "G2.5E.1.ddrt" "C10.7A.1.ddrt" "Aldo.A.metab" "G5.5B.1.ddrt" "C10.14B.1.N.ddrt" "LDH.A.metab" "PEPCK.metab" "G5.15A.14.ddrt" "A2.6A.1.ddrt" "TPI.metab" "G1.6U.1.ddrt" "X3.3D.1.ddrt" "P70S6K.B2.metab" "PKCL2.metab" "G3.4U.3.ddrt" "C10.8A.1.ddrt" "Aldo.B.metab" "G5.7B.1.ddrt" "LDH.B.metab" "NMT2.metab" "G5.15B.30.ddrt" "A2.8E.2.ddrt" "PK.metab" "G1.8B.2.ddrt" "X3.5C.1.ddrt" "Pten.metab" "PKCR.metab" "G3.7U.2.ddrt" "C10.9A.1.ddrt" "Aldo.C.metab" "G5.9C.1.ddrt" "PFK.metab" "LFABP.metab" "G7.2A.1.ddrt" "A3.4A.1.ddrt" "ACADVL.metab" "G1.15C.2.ddrt" "C9.7A.1.ddrt" "PI3K.metab" "SHC.metab" "G3.9A.1.ddrt" "C10.10C.1.ddrt" "Eno.A.metab" "G5.12A.1.ddrt" "A1.5B.1.ddrt" "PGK.metab" "PYGL.metab" "G7.3B.2.ddrt" "A3.9D.1.ddrt" "ACOA.metab" "G2.3B.3.ddrt" "C10.4A.1.ddrt" "G8.11B.1.ddrt" "GR.metab" "C9.3A.1.ddrt" "C10.12B.ddrt" "Eno.B.metab" "G5.13A.1.ddrt" "A1.5B.2.ddrt" "PGM.metab" "ATF1.metab" "G7.4B.3.ddrt" "X3.5G.2.ddrt" "G2.4A.2.ddrt" "C10.5A.2.ddrt" "X6.2C.1.ddrt" "GS.metab" "G4.4A.2.ddrt" "C10.13A.2.ddrt" "GAPDH.metab" "G5.14D.1.ddrt" "A2.3A.2.ddrt" "PHI.metab" "ATF2.metab" "G8.2B.1.ddrt" "A4.10B.2.ddrt" "CAT.metab" "G8.3A.2.ddrt" "A4.14A.1.ddrt" "CPT2.metab" "ATF4.metab" "G10.4A.3.ddrt" "C10.3A.4.ddrt" "MDH2.metab" "X2.3A.2.ddrt" "C3.2C.1.ddrt" "SUCLA1.metab" "FRA2.metab" "X4.4bS.1.ddrt" "C4.7C.1.ddrt" "MDH.A..metab" "G8.5A.2.ddrt" "A5.1A.2.ddrt" "DCI.metab" "AF1.metab" "G10.6A.3.ddrt" "C1.6B.1.ddrt" "PDH.A.metab" "X2.4C.1.ddrt" "C3.6E.2.ddrt" "ACC.metab" "A2.5A.1.ddrt" "C4.7F.1.ddrt" "D6D.metab" "C10.2A.ddrt" "C.Fos.metab" "G10.7B.1.ddrt" "C1.7B.1.ddrt" "PDK1.metab" "X2.6D.1.ddrt" "C3.7A.1.ddrt" "ACL.metab" "JUN.metab" "A2.5B.1.ddrt" "C5.10A.1.ddrt" "SCD1.metab" "G8.10A.2.ddrt" "C10.3A.1.ddrt" "BCKD.E1B.metab" "COUP.TF2.metab" "X1.1A.1.ddrt" "C1.9B.1.ddrt" "PDK3.metab" "X3.3C.1.ddrt" "C3.7C.1.31.ddrt" "FAS.metab" "LRH1.metab" "A2.5C.N.ddrt" "C5.11B.1.ddrt" "DCR.metab" "G8.11C.1.ddrt" "C10.3A.2.ddrt" "CS.metab" "C.JunK.metab" "X1.2A.1.ddrt" "C1.9C.1.ddrt" "SDH.B.Ip..metab" "X3.3E.1.ddrt" "C3.7C.1.21.ddrt" "IDH1.metab" "LXR.A.metab" "A2.6B.1.ddrt" "C5.11E.1.ddrt" "DCR2.metab" "G9.5A.1.ddrt" "C10.3A.3.ddrt" "FM.metab" "CREB.D.metab" "X2.2D.1.ddrt" "C2.2D.1.ddrt" "SDH.Fp..metab" "X3.4C.1.ddrt" "IDH.metab" "NFkBP50.metab" "A2.8B.SUP.ddrt" "C5.11E.2.ddrt" "EL.metab" "A2.8D.1.ddrt" "C5.11U.1.ddrt" "ACAT1.metab" "NFY.B.metab" "A4.10A.1.ddrt" "C5.7A.2.ddrt" "GPAT.metab" "C1.7A.1.ddrt" "C6.4V.1.ddrt" "PLA2.metab" "RXR.G.metab" "C2.5E.1.ddrt" "GLUT2.metab" "A2.9A.1.ddrt" "C5.12B.1.ddrt" "HMG.CoAL.metab" "OR.metab" "C5.7A.3.ddrt" "LPAT.metab" "C1.8B.2.ddrt" "C8.1B.1.ddrt" "PLC.metab" "SREBP1.metab" "C2.6B.2.ddrt" "G1.11D.1.ddrt" "CYTB5.metab" "A2.9B.N.ddrt" "C5.12U.1.ddrt" "HMG.CoAS.metab" "PPAR.A.metab" "C1.1C.2.ddrt" "C5.7A.4.ddrt" "PAP2.b.metab" "C1.9V.2.ddrt" "C8.10A.1.ddrt" "PLD.metab" "SREBP2.metab" "C2.6E.1.ddrt" "G1.11D.2.ddrt" "CYTB5R.metab" "A2.9C.1.ddrt" "C5.4A.1.ddrt" "BDH.metab" "RAR.B.metab" "C1.1H.1.ddrt" "C5.8A.1.ddrt" "PAP2G.metab" "C1.11i.1.ddrt" "C8.4A.1.ddrt" "ApoA1.metab" "T3R.metab" "C2.7A.1.ddrt" "G1.12B.1.ddrt" "LR11.metab" "A3.8C.4.ddrt" "C5.6A.1.ddrt" "PIS.metab" "RAR.G2.metab" "C1.3D.1.ddrt" "C6.4U.1.ddrt" "SPT1.metab" "C2.3C.2.ddrt" "C8.5E.1.ddrt" "ApoB100.metab" "USF1.metab" "C2.8B.3.ddrt" "G1.12C.1.ddrt" "LRP1.metab" "A4.3D.1.ddrt" "C5.7A.1.ddrt" "DGAT2.metab" "RXR.B.metab" "C1.6X.2.ddrt" "C6.4U.3.ddrt" "PLA1.metab" "C2.4B.1.ddrt" "C9.1A.1.ddrt" "ApoC3.metab" "USF2.metab" "C2.9A.1.ddrt" "G1.2D.1.ddrt" "HMGCoAR.metab" "C2.9D.1.ddrt" "G1.6F.1.ddrt" "OSC.metab" "C4.7A.1.ddrt" "G3.6A.3.ddrt" "TK.metab" "C5.7U.1.ddrt" "G4.5B.3.ddrt" "xEBP1.metab" "C5.14B.2.ddrt" "G5.14B.2.ddrt" "IGF2.metab" "C3.2B.3.ddrt" "G1.6G.2.ddrt" "PP2A.metab" "C4.7D.2.ddrt" "G3.6B.1.ddrt" "TAD.metab" "C5.8U.1.ddrt" "G4.6B.1.ddrt" "xEBP2.metab" "C6.5V.2.ddrt" "G5.5C.1.ddrt" "IGF1R.metab" "C9.3B.1.N.ddrt" "G1.6Y.1.ddrt" "SQS.metab" "C4.7E.1.ddrt" "G3.7B.1.ddrt" "PGDH.metab" "C5.9B.2.ddrt" "G5.11A.1.ddrt" "GSK3.metab" "C7.5A.1.ddrt" "G5.5D.1.ddrt" "IGF2R.metab" "C9.6A.2.ddrt" "G2.10A.1.ddrt" "ABC.metab" "C4.8D.1.ddrt" "G3.7B.2.ddrt" "PC.metab" "C5.9U.2.ddrt" "G5.11B.1.ddrt" "HK2.metab" "C8.2B.1.ddrt" "G6.6U.1.ddrt" "IGFBP2.metab" "C3.8E.1.ddrt" "G2.5D.1.ddrt" "LCAT.metab" "C5.5C.2.ddrt" "G4.5B.1.ddrt" "PEPCKM.metab" "C5.12A.2.ddrt" "G5.14A.1.ddrt" "IR.metab" "C8.7A.1.ddrt" "G6.8U.1.ddrt" "IGFBP5.metab" "C3.9D.1.ddrt" "G3.6A.1.ddrt" "PLTP.metab" "C5.7E.3.ddrt" "G4.5B.2.ddrt" "FBP.metab" "C5.13B.1.ddrt" "G5.14A.3.ddrt" "IGF1.metab" "C8.9A.1.ddrt" "G6.8V.1.ddrt"
"AM1" 78.6833 180.3001 268.5671 143.8953 NA 4717.4154 NA 3423.6868 172.243 135.4867 110.2617 76.7739 554.9506 180.0507 72.6284 159.713 146.9948 NA 62.6633 NA 6144.8864 29790.9182 139.3301 112.164 9487.2644 536.6013 145.4578 54.0285 96.3595 80.2981 819.3442 63.2299 120.5453 298.4901 1867.2008 1399.4452 385.6025 702.0734 139.6483 71.6279 196.1178 153.3333 143.9681 79.3394 NA 5910.7925 1363.3453 221.6202 157.1621 153.5286 147.0552 835.9489 1842.7351 279.5149 49.8387 134.2462 110.2159 73.141 125.8799 102.7194 76.8153 119.6481 114.0176 199.2794 73.5695 42.1459 104.8907 100.8387 112.9495 205.4579 132.9904 65.8811 127.4686 765.5666 130.5185 111.4485 66.6038 37.0856 92.9655 5756.3302 159.8087 3888.1056 1279.9157 NA 312.4024 NA 2264.1335 NA 108.3037 129.0604 89.2792 63.7944 157.9754 615.7476 104.4762 125.1347 110.3224 402.9441 193.3619 NA 2331.9852 NA 115.5307 162.6251 75.4464 175.9484 192.7133 167.0418 25535.4841 397.8449 107.8018 146.9949 158.4831 144.8358 145.7343 69.6981 65.7976 593.3959 164.8925 60.6286 85.1234 116.9795 64.1378 100.3827 64.8878 105.3158 59.568 87.4572 141.3105 63.6725 65.0712 141.267 150.7103 247.1189 56.3589 408.8521 52.1885 50.2343 176.1182 103.692 76.8743 83.2606 97.9801 60.4641 54.7235 308.609 99.553 1662.7378 81.2622 330.6763 64.8025 48.8755 85.6621 104.501 61.0805 1300.2671 293.0671 37.5063 103.7321 119.0511 107.9806 111.2366 137.5363 149.3423 44.6418 390.2408 134.6889 113.2158 134.1684 106.4862 49.7368 75.0936 99.5267 98.5579 148.0105 130.9582 602.055 59.5566 179.6533 176.0298 115.3429 114.8225 108.4255 110.1072 170.1125 629.6391 335.9031 148.5709 118.1126 353.7659 66.429 44.6717 122.7158 90.7749 115.0128 138.061 109.2783 96.745 131.084 695.5956 116.9474 76.0249 109.0522 57.4011 58.0078 85.8912 107.1392 116.3045 551.6173 289.6561 9690.0482 68.9473 143.657 164.7541 166.6778 93.0373 96.6713 102.307 63.6064 144.2948 117.4269 100.2991 69.2914 77.9297 253.9177 47.6236 81.8948 243.6194 85.9999 78.6026 76.4874 94.1369 65.8361 78.0577 91.7024 39.1058 84.0775 504.5618 3614.9662 1271.9705 99.1277 290.7923 85.5997 165.6788 230.9661 71.5851 215.6393 233.6552 176.982 106.8493 130.7684 145.1105 162.6181 1310.2839 142.5562 107.4533 146.0385 44.4651 110.3623 125.6899 105.006 114.469 176.4365 144.6567 216.4296 1345.0861 156.8558 91.3016 116.6516 49.0968 127.9449 108.6308 109.8088 129.3201 151.3886 43.4224 122.475 848.9862 110.3693 105.3447 87.9771 170.3189 105.8788 98.7554 108.4473 102.4461 652.6009 103.534 193.8829 121.4007 63.8676 120.1316 106.9101 130.1862 112.508 1302.4786 117.3977 59.4092 97.8753 41.1339 133.8039 74.3627 74.2858 1288.8341 110.5818 101.8048 100.0017 94.6746 471.4133 101.2593 109.5182 80.9636 54.5375 113.7238
"AM3" 19.1784 64.8858 130.9679 57.0864 NA 1486.3317 NA 431.5841 72.5485 31.0713 23.8777 23.7404 154.96 39.0414 22.3177 78.4331 82.039 NA 17.7894 82.2056 834.7919 5520.7815 76.0808 73.1044 2438.5831 230.8717 105.9097 15.7322 62.7426 19.9461 160.3006 23.409 88.6066 121.9242 735.3409 781.2712 162.6202 148.8511 71.678 28.642 44.5765 124.9439 103.7619 24.0668 80.4689 2816.5992 240.3135 102.8524 105.3476 39.8855 109.6048 180.7186 409.0363 129.4283 16.4429 83.9477 77.0381 21.3988 113.8101 91.707 32.4558 79.8324 95.0861 74.7666 51.6914 16.849 98.0282 38.9481 88.9547 93.616 97.5557 20.4995 116.0796 133.8542 91.9301 87.5945 50.7607 21.9067 68.3821 1448.8756 135.4415 1539.9915 324.1828 NA 56.9125 NA 1189.228 106.0127 51.8655 61.4573 16.4592 13.9931 69.3973 455.2912 21.8479 89.6988 69.6154 276.2386 85.6046 18.5197 586.2348 30.3709 53.542 101.455 30.5777 90.8604 107.3549 123.5191 6434.3533 232.8707 99.5419 109.8632 172.6602 65.4882 88.5873 28.1117 23.1565 255.4158 98.1812 20.2056 32.4564 77.5107 26.0138 24.5572 64.8502 91.1118 22.7279 51.5008 87.301 18.6329 21.9827 85.1187 79.7587 130.9882 21.7028 168.2133 20.6192 18.8444 100.9945 102.2975 35.4552 74.4747 90.5223 18.342 19.3737 178.5591 89.2749 961.3307 74.2669 126.384 24.4506 16.8259 67.2458 85.3714 21.5745 352.9151 54.0119 18.1999 89.1519 100.2091 90.4076 58.2877 73.8211 49.3007 13.2848 135.5095 71.1746 64.6474 63.9811 58.6548 16.4965 22.8351 64.7003 76.5398 90.3158 85.285 261.6456 18.703 97.6014 144.7103 79.9116 68.903 86.9002 96.8759 103.8007 176.3761 170.0682 108.5858 101.6632 112.9913 21.4311 52.1666 111.5473 34.7302 80.3127 89.2445 83.2507 89.5404 93.4636 177.8048 96.2438 63.3744 94.401 21.7123 20.6623 75.9934 93.0378 99.6352 155.4458 106.1666 2451.9074 25.5344 98.6267 117.6266 118.5098 89.3651 100.111 102.6541 44.9087 103.4873 91.0107 106.278 69.6661 88.307 78.3008 22.8326 103.481 135.7704 100.1725 48.9406 74.9783 86.8835 26.1509 54.9693 57.9548 20.2202 64.4457 121.9188 736.1936 896.7811 97.6282 124.12 84.7641 69.331 90.48 17.0662 111.6901 121.8837 92.27 62.6632 81.9338 112.3613 102.0939 918.0855 115.4723 88.7631 109.1315 18.1032 100.7247 98.6171 88.487 54.31 92.9898 86.7255 125.4152 511.4876 108.3526 85.6286 116.0565 20.1958 114.4544 101.3152 108.3818 87.4232 96.0844 17.9612 98.4214 468.1441 102.5331 90.9135 88.8814 199.2522 120.8172 106.9873 132.2107 75.5209 264.7593 65.1299 135.8041 104.5193 29.948 96.8363 99.2555 121.2283 121.4641 959.9559 128.9323 73.5399 99.7947 20.7482 160.754 112.3668 127.8203 804.4313 135.2378 105.9514 125.9079 129.4203 362.8803 105.2993 105.2818 101.5135 76.1409 134.2045
"AM4" 43.5716 160.9412 208.0503 133.1694 177.9712 2539.1494 147.2196 706.5301 141.5386 100.223 74.5748 52.1384 397.8904 131.5786 39.4412 134.9617 147.4767 172.7276 45.284 182.6489 4024.881 11296.4852 172.7758 148.3827 4050.9237 591.3321 196.8918 31.2069 120.3969 54.2504 321.2007 49.1933 171.5197 281.473 1322.2975 924.5941 302.8432 362.858 137.0518 71.7508 68.5199 169.7947 104.0225 57.6314 NA 3427.9742 812.339 155.8876 134.0631 80.9997 147.6082 409.9207 1181.9235 205.3796 27.7077 149.3673 125.2364 53.6025 161.6176 132.6121 69.463 124.1818 133.8484 156.2747 88.9162 32.3893 150.4576 61.9969 119.7556 153.602 133.0782 50.3706 141.9982 424.4614 128.5638 104.3923 74.9189 49.7848 NA 3611.291 191.2033 4244.7756 1640.0493 79.9559 364.5338 50.039 2410.5635 299.9292 150.9536 185.7113 88.8148 61.6516 218.4653 738.0648 129.858 161.7926 149.297 513.0209 184.2426 51.7661 2971.0877 96.5609 149.4895 248.4647 84.897 177.7452 200.3709 241.5021 31893.0967 420.3622 204.5148 229.7838 247.3612 164.7887 165.9456 68.2635 76.7538 561.5891 192.5476 72.68 83.6553 143.0972 64.6098 69.5982 109.313 152.3111 52.8775 102.8153 134.2524 47.5627 54.8377 128.0472 134.3639 178.4527 45.4745 376.3157 62.6464 54.283 162.7098 142.1106 100.5131 129.0162 158.3761 62.6827 57.1076 442.4643 162.6997 2081.5441 107.5286 261.6036 67.2953 52.5382 118.3597 116.695 65.2778 830.7341 152.6703 54.0048 124.3741 140.7092 131.3417 188.3283 232.8369 272.3156 57.1205 630.1204 212.1751 179.1433 183.9152 175.2581 62.5907 98.3727 170.8465 209.3413 268.4581 211.4929 1011.4329 69.0063 227.4716 245.0287 161.4076 147.8005 153.3458 168.8388 200.9555 455.973 380.2536 208.0559 218.0527 504.1829 75.9961 77.4412 234.5781 109.3119 142.2368 168.5824 192.0152 179.0711 170.7897 534.9162 211.9535 142.2741 180.3231 64.5457 54.8702 181.3516 214.2903 222.1548 381.5369 NA 5726.3725 NA 170.2499 188.8298 187.8038 135.8037 154.0581 191.643 94.3436 189.5378 149.0616 165.1225 134.0159 175.8231 346.87 46.5541 135.1075 232.7945 142.4848 103.5252 143.5281 116.9849 50.9834 124.0589 91.6317 43.1215 114.841 320.6091 1886.1881 1311.2753 131.7766 191.8236 127.69 182.5037 223.1207 57.1589 210.6358 208.4266 175.1184 159.3308 191.0225 227.1388 186.8658 556.5138 182.8792 176.6173 237.0539 50.4135 170.6515 180.384 165.8801 130.4877 191.5013 176.0203 214.1346 686.3472 193.0725 150.6367 194.3072 52.0872 177.0835 157.0983 150.8817 165.5984 190.6375 52.2135 143.6089 480.3942 159.0809 189.0022 186.2298 350.8595 172.5547 165.7404 177.5374 152.8641 450.59 102.6604 166.8735 149.1386 57.1859 152.1164 152.4482 185.5372 144.2599 651.6915 147.0042 113.2164 163.5812 59.3387 140.2251 125.445 112.961 1393.3873 152.5893 130.0421 130.5029 111.8638 238.5982 125.2956 168.7366 136.1064 69.7471 144.3984
"AM5" 146.6726 283.6321 429.6043 241.0131 NA 6079.2784 NA 2556.0117 275.9792 214.1011 162.2079 125.0542 527.9017 217.5231 125.2851 278.4369 282.7036 NA 115.4745 292.446 4771.564 33739.6467 348.8067 258.5483 9031.9622 853.1762 335.2466 112.6823 192.0275 141.5073 499.0974 199.6866 344.4224 556.0777 2019.8908 1627.9857 390.8529 445.3173 188.6346 126.6927 133.3881 244.0464 191.7831 96.6049 NA 8250.979 954.5259 265.5542 171.8658 139.8922 174.1543 597.7262 1617.3261 284.2218 71.9416 299.0695 165.7449 90.2036 182.8878 166.7094 113.3671 150.1082 139.0073 205.3111 98.7874 62.3338 160.1608 103.6551 108.5172 159.2681 134.0805 95.8156 143.2479 504.6063 136.7069 110.0945 89.0578 49.5369 125.1936 4018.8187 207.379 6993.1416 1540.7094 164.6863 293.8201 137.263 4791.5535 428.4934 211.0459 247.0736 133.5348 108.9222 318.8608 1225.3649 181.0187 276.208 203.6569 537.6809 260.0758 122.2217 2597.8715 167.1277 174.0584 285.69 180.0828 252.656 295.8468 261.9749 34276.1657 565.0354 336.9024 301.8008 406.1339 211.0027 192.1232 120.6237 106.1434 518.6177 207.8226 95.2753 136.087 173.6536 96.1895 88.7808 125.7284 177.885 77.8167 135.524 146.3267 81.4366 80.2627 155.7366 139.0111 205.7955 80.2779 421.7777 88.5279 80.846 178.3411 145.45 97.2859 125.2026 167.3109 115.0334 91.0394 353.3415 137.5771 1982.0309 127.8845 305.4576 89.2157 72.2713 139.607 128.1559 62.6656 1185.7707 239.8913 60.5822 119.5333 129.0612 138.431 329.989 340.2685 380.9381 114.1028 565.2062 289.0164 241.8438 267.2028 267.6062 113.6901 133.569 234.0619 203.4446 286.2063 279.9244 1687.3325 104.8541 236.331 233.152 195.4421 159.8073 184.6788 176.7663 196.7841 447.6728 323.7575 226.8933 232.3206 536.059 93.1918 78.8746 204.5342 122.0737 159.1393 197.7463 173.2427 174.0717 163.4236 320.9145 159.1977 143.3476 184.1478 81.5649 57.8762 137.386 125.4403 160.7652 400.4866 234.251 5558.1035 85.0977 163.578 182.0468 166.9276 135.6368 124.5544 137.08 68.451 173.6769 132.1711 116.8876 92.2856 100.2579 261.7031 50.7747 104.0113 146.6129 99.2784 75.8263 89.2054 90.9283 50.5609 75.2778 72.3447 29.9268 89.2197 195.5223 2764.1913 991.4754 78.7644 194.6545 83.5066 239.882 289.0086 100.2673 289.5356 276.8275 205.2664 187.974 212.4563 220.4073 247.7937 1612.9946 217.0041 167.4453 199.0309 66.7099 190.7146 203.3184 163.3837 117.7045 170.844 128.5896 213.1797 1297.7455 174.3348 139.6036 170.1432 65.122 188.5915 151.3974 150.5699 143.5487 164.3801 54.0281 150.7289 971.4682 156.1257 159.7681 139.7305 205.4318 160.9278 146.9963 138.4464 118.896 583.0776 81.3032 164.3316 112.7644 57.9188 105.1754 102.0467 163.4089 121.1917 866.4643 115.5643 73.3814 99.7942 39.8367 138.6035 85.2928 86.0117 1307.0563 103.0227 78.4188 93.1083 78.7299 312.649 74.7366 63.2422 55.3414 39.9658 72.7656
"AM6" 110.2363 162.2549 369.5002 NA NA 5621.3801 NA 4698.199 NA 147.8721 138.6473 288.1853 679.1417 199.592 147.693 286.316 268.0114 NA 145.9235 339.9574 12340.68 78314.3831 262.0984 190.7525 29698.259 903.3134 287.5412 103.5855 170.3991 122.5694 809.0342 133.0443 223.7603 420.0162 3731.1694 2826.4625 522.6578 1041.2542 261.3377 227.6165 125.9039 227.2816 263.2532 129.2072 NA 18251.5379 1293.1612 290.0234 204.7637 172.4156 249.32 890.8836 2266.7117 404.2386 101.1065 409.6291 241.8389 108.6936 284.6225 271.9198 157.979 177.8304 190.2478 259.6582 129.0834 84.7072 204.5608 131.4169 165.9827 214.0706 205.1071 131.2862 193.514 765.8367 210.7886 145.3272 130.2625 87.8296 NA 9208.4145 282.8067 19141.1662 2809.7329 115.3975 412.9584 140.6269 10087.6253 435.8457 214.4431 248.7693 154.0172 115.0633 357.0204 1942.5415 236.1066 344.1954 234.5992 1245.4226 297.8595 132.9578 2562.2808 194.9891 961.893 299.2602 151.4587 247.6918 255.6617 237.8126 53917.2397 719.2621 223.0394 1821.2559 332.7481 273.965 264.3442 163.9785 161.5431 807.1564 296.2586 118.2277 135.4415 207.36 114.1213 128.5116 136.2117 183.7616 87.4237 180.9291 235.7857 111.7224 117.493 187.6927 194.5422 282.7117 131.0752 865.0732 131.8573 116.9663 333.3168 267.1457 165.6589 178.0886 211.4533 116.4911 112.6823 550.049 226.1935 3923.6344 164.1956 460.3382 136.7886 NA 183.1828 216.2159 103.1661 2584.8688 404.7206 138.0247 277.1098 250.9246 252.9597 255.5464 517.5744 403.8014 93.9216 561.4532 269.6414 251.9598 273.6923 308.7226 100.8114 169.4622 221.2453 238.2251 334.9999 285.325 2749.0128 103.0575 363.5881 577.0579 203.8786 169.9191 170.5218 179.8412 262.3464 504.0366 433.8433 202.2746 210.9512 637.1283 107.0654 91.0542 213.5388 164.0838 224.8283 218.1367 196.4524 162.2131 197.289 385.4012 230.5502 148.5891 195.378 84.7841 86.6647 156.941 180.079 173.7781 559.6573 NA 16731.6661 NA 225.2949 257.8268 681.412 245.8553 248.2495 267.4854 135.6283 306.3159 265.4106 242.6577 176.9984 198.6136 639.3321 94.6821 195.9769 286.1513 233.4803 126.8483 183.8722 182.2152 129.8828 168.4186 181.6782 83.5839 206.2625 643.0789 8461.9775 3053.7402 232.9994 429.5482 382.221 225.7828 281.4062 91.6652 284.9773 313.7449 237.7156 204.6077 234.9821 316.2398 273.5036 3077.0363 280.6215 235.0942 297.0892 98.3816 237.016 265.8607 240.0097 178.163 250.0405 276.5542 328.8395 2522.8412 252.2164 167.6182 223.6029 79.505 268.5638 235.041 243.4167 212.2049 241.5073 82.8483 236.1352 2037.5672 217.5269 194.7048 162.8054 319.4282 238.597 204.512 212.1893 160.6961 857.2387 157.1168 265.803 211.6326 104.5779 246.8549 232.3014 390.3082 261.0185 2876.8446 262.2168 173.9767 265.1598 114.9765 268.2822 228.1206 232.2662 3998.2868 265.0916 224.1922 359.9619 219.3494 865.577 257.3918 271.6631 183.5789 155.0134 284.9303
"AM7" 180.9375 343.7929 811.6616 278.3742 350.1421 25685.0096 299.7086 4466.4692 283.6511 170.8017 105.0589 137.798 1067.0361 244.2838 119.69 265.8644 325.3825 325.0788 124.1776 361.1317 14101.1049 77917.5152 267.3796 236.5385 37939.9425 1258.3021 358.2555 95.1637 236.9239 104.9672 1200.7542 126.8383 333.5032 632.6984 3736.1217 3540.7154 872.7045 1320.5588 262.4458 117.2027 154.7531 226.8659 199.0018 58.5204 NA 20874.3588 1676.6926 299.6591 214.4855 218.5813 340.8503 764.2868 2841.3012 544.0164 84.9793 339.168 214.5232 59.929 278.5415 214.7435 124.6067 150.003 167.2327 353.6702 139.1195 62.3306 182.1843 164.1195 209.9513 309.7138 208.4204 142.8724 239.6638 1252.2198 169.5311 135.2012 91.5661 44.1537 NA 8343.1949 NA 20910.1844 4350.8001 110.5864 514.6039 124.977 11551.982 534.9452 254.6952 266.8216 126.7476 71.4978 381.3284 2403.9415 201.5621 410.0887 229.7134 1335.0376 327.7361 109.4244 2619.4279 131.5431 225.1235 320.8205 113.306 286.0842 317.6764 402.9658 63836.4086 1110.2822 312.7069 421.4133 486.2791 245.5768 251.9786 104.6554 124.2089 845.4835 272.1709 71.9585 163.1826 235.86 75.3903 90.1521 131.724 172.8788 NA 139.1621 159.1726 72.0691 71.1512 164.6349 194.1616 601.67 118.5858 842.6485 63.4835 53.2253 308.9543 212.2639 121.4663 136.8511 170.5248 75.5702 70.2216 566.798 204.0786 5923.5844 172.7529 640.0299 81.1091 61.7085 222.3641 217.3555 82.4698 1406.0706 372.5476 51.8632 160.9463 206.1069 253.941 290.3175 322.4839 385.4664 58.5532 623.5503 271.5149 283.24 331.0294 272.88 60.7997 120.8583 211.5687 263.1135 398.4857 247.3269 2352.645 64.756 323.4156 670.969 217.7171 191.6141 210.5898 251.1175 231.2307 494.4296 456.338 331.4229 276.4288 693.939 73.5276 109.9078 282.9638 143.0522 141.3648 167.3518 214.6369 183.0522 194.3179 390.7011 257.8032 151.3547 229.4591 64.2844 53.2012 178.4529 209.8532 200.0318 565.249 NA 21839.3646 NA 212.9054 286.2509 397.4417 183.5787 199.3943 252.8377 104.9711 241.3493 213.9706 256.7276 164.6741 194.9 609.6888 73.2855 168.2165 349.8219 250.0986 153.2915 211.0836 182.4818 89.8138 139.8248 167.7925 50.3871 157.0365 724.563 10777.6507 3759.6596 194.0595 425.0707 264.1952 208.4405 304.7436 55.1181 302.8118 317.2665 267.3251 208.2622 227.693 339.8371 277.396 3257.6541 298.6806 203.933 282.7311 51.3678 228.5418 249.6522 250.7357 169.6285 247.6631 206.3766 314.8876 1890.6049 301.3229 197.0809 211.4354 52.0756 274.7441 222.4992 255.8633 206.9942 213.7477 44.6052 228.854 1283.1288 218.8366 190.5615 161.1873 383.023 226.0948 196.4873 226.9973 172.2712 1001.1951 194.0091 290.3693 207.3666 63.7812 193.9216 275.4718 371.4485 231.2477 2446.4191 267.496 149.2759 238.3854 52.3959 296.798 216.7926 251.8508 2673.038 210.4152 220.3852 212.0613 210.1109 764.8842 201.5778 222.4536 233.5811 137.7415 347.0012
