"F_01" "F_02" "F_03" "F_04" "F_05" "F_06" "F_07" "F_08" "F_09" "F_10" "F_11" "F_13" "F_14" "F_15" "F_16" "F_17" "F_18" "F_19" "F_20" "F_21" "F_22" "F_23" "F_24" "F_25" "F_26" "F_27" "F_28" "F_29" "F_30" "F_32" "F_33" "F_35" "F_36" "F_37" "F_38" "F_39" "F_40" "F_41" "F_42" "F_43" "F_44" "F_45" "F_46" "F_47" "F_48" "F_49"
"A_87_P122623" -0.957716110082583 -0.851818652043064 -4.11909185011198 -4.48508820330445 -5.04696615545223 -4.46109855849684 -1.80318887920974 -0.266497373973521 0.560555547043559 -0.949446748728064 -3.82956784696905 -4.8908781481564 -4.39194763717898 0.360797465596878 -2.09005821124573 -3.21436726805189 -0.250071660126169 -4.88594003871442 -3.50431650010376 -4.02293356372737 -3.36255400757088 -1.58942763734366 -2.57868760134189 -2.36846936671295 -1.27961208833257 -4.71502784138824 -4.68460896897348 -2.9418130666019 -5.13607148746646 -3.38582931754015 -1.31547312525992 -2.74661863579061 -4.50710660770268 -3.41221395032523 -4.86434200386318 -2.55963873420981 -0.0620954373121268 -1.4926557358734 0.212318477831594 -5.09656294401655 -4.40090130181469 -2.79153148115257 -1.74992007646993 -3.86183216676249 -4.57247041435017 -3.60462090334236
"A_87_P012702" 4.90192062100559 6.31743871719178 4.3699866635802 -0.196019595377445 2.04109527479564 2.8121964509474 6.2842127500913 4.87514829219953 4.94984940211096 4.70503019354026 2.94592508172858 1.20712435688406 3.01446902269216 4.70405720442573 5.03148504606578 4.02360081568302 5.82255029665535 0.869053827668373 4.37399950527595 4.03115398755753 2.2956149200724 5.73836273308989 3.20621665418921 4.66246092177513 5.55188837931234 1.95509220789482 3.22339275596462 2.70149578279485 3.057346793718 4.35242520138313 3.12292323134345 2.36526013087614 4.08803299722046 4.20381032277764 3.91172309212231 3.82479472414367 5.264286102935 4.57650624760739 5.41410096625048 2.20678171056902 3.27586794415653 4.10488515620505 5.30179654358045 1.7682319807026 3.89781583940465 2.22824564567433
"lip_PCK1" 4.6705444497312 3.93362082412334 3.19303677528179 1.94008612672134 2.60778679464999 3.59787114489782 3.64337903667202 2.96240861243657 3.5568417919731 3.30876338685591 3.38651439286031 2.87142304802751 3.96646163626116 3.90759469757355 3.77361333359412 3.1902959521185 4.7609505368739 2.68413629972172 3.77627462935538 1.97341986130288 1.63561947831112 3.59737460760933 2.74004214196342 3.4267898062194 4.76397217605702 2.75596895622009 2.45681073403512 0.321827014341564 2.0167427621956 3.79595386425559 3.68568101243509 2.44067983370352 2.73161018030873 3.85022216273331 4.07030456057126 4.66934648654581 3.56104971277954 3.40905176233254 5.18710156440209 1.7820267249898 3.49359366304893 3.88484732473038 4.08449918102311 -0.560014738272773 3.71920640798637 0.762109766844502
"A_87_P056346" 4.33883089440543 4.08844503888146 0.967975296913726 2.61898132078807 1.33791478982964 -0.10498593298072 3.90397586793035 3.97988959854924 2.27016224865091 4.49013524493715 1.46003979751521 2.58670802336248 0.26057776143171 4.47830127004873 3.25814977353705 1.99532850699461 4.32272721106328 1.03580583018664 3.2884338015704 2.65174201793581 1.0412064777043 3.72401764473045 2.99678366041082 3.33385723098656 3.46384683489961 0.517937040103464 2.81097298026754 2.18805784070065 -0.316409784633574 1.73930234150676 1.98890166665648 1.05332290534636 2.33777425841003 2.55969480517475 2.2122179455391 2.90651549729769 3.04552759999382 2.99371781909908 4.29489640315196 3.18437927578748 1.39196616269211 2.73910445832544 3.20024680438369 2.92296492762462 2.78087111147802 3.0135454135857
"A_87_P065890" -2.31609329097758 -5.32279873630914 -6.11414422792668 -6.56738928979299 -6.8598691514754 -6.79108398248716 -5.82874975799366 -2.46528835418586 -3.38282992181656 -3.93837948821296 -5.69476620636497 -5.61045391732915 -4.65080589669085 -2.83659719121593 -1.98077430301515 -4.35912759728128 -3.71450545190305 -5.77095194127857 -5.45563348268999 -6.77567858843514 -5.8868389331855 -3.40986677264925 -5.27163652535602 -2.98733014089217 -4.4204802147906 -6.41492043315605 -5.6521142751483 -6.30144292899996 -6.00191310373734 -5.20730558205479 -4.73873213027228 -6.29416059873834 -6.56634612160242 -5.89120364662404 -4.82475723786205 -4.99278593914992 -1.68444822124429 -5.12366832865563 -1.43425230738047 -6.07317831552257 -5.58753136599633 -5.4505790182703 -4.03125908855541 -5.99355353019438 -6.70201883965656 -5.68999766059067
"A_87_P013000" -4.22405510945901 -3.36176097867031 -4.79530074661009 -4.16139124779427 -4.9019852332723 -5.62604191986817 -2.71771033161466 -3.29952932183176 -2.95308771918673 -1.66196404617025 -4.94322430184454 -4.18201331292576 -4.78655962308358 -2.54968943193623 -2.03849354655269 -2.83882902123795 -1.25437250180018 -4.68991727308047 -3.75823031551524 -3.18854405773731 -5.33280942632398 0.480752183990643 -4.65288363657303 -4.19635666420068 -1.63449962643658 -5.21264220965412 -2.56301284113246 -2.80319741394197 -5.12159521955787 -4.30347427921951 -4.18369528412878 -5.26218799673737 -4.29452622297408 -4.31083306133983 -5.32717346760888 -2.6715316408734 -2.6929921748876 -4.95320109047513 -0.588223966147128 -4.92044799104464 -4.51858738502619 -3.85364874227116 -1.4737413212802 -4.62646717355218 -3.28302915692435 -4.05366933770349
"T038247_G023271_ABCB1_420534" 0.647200346238616 -0.275769863315447 2.87352052761804 0.157634570728315 0.438464371291825 2.78829642393927 -1.51700603411153 1.96533687740519 0.998755603076522 -0.190717613825365 3.19759906775043 1.33650330726856 3.55860397701185 -0.631949780620461 1.37442751906188 2.39089833006595 0.110249452790129 3.43129264703374 0.0768885687411882 1.57372825897965 4.09959310978396 0.0670618622748418 3.5594873297485 1.13352920509415 1.57332202275352 3.61378751757969 1.98251547171185 1.85421967380854 3.81182498955076 1.8550705596652 2.0793507246288 1.85272198851928 1.10132057065062 0.891493224736358 2.64472076635284 -1.14248549863788 1.78313795302979 0.857542124664834 -1.44868620997132 2.86771631632749 0.519960649237405 1.36563760468959 -0.390392152315597 3.7447042336213 1.99968684025598 2.19300279319377
"T009221_G005739_SCD_395706" 1.18387813351792 1.26322358835301 0.428309929851396 -2.87994109258851 -1.45632912585612 -0.982052363993257 1.02585540481884 1.45772507763649 1.50324363236602 0.868455900131154 -0.245995781910339 -1.90566366676355 0.905780409665512 1.31630143412325 1.43135565941282 0.471687059598593 1.81213928937811 -1.1161764308838 -1.6908250068211 -2.86599265525739 -2.81539711968989 2.17649328068668 0.966373023453887 1.60401195856269 1.60757618548422 -1.31056327645576 -2.61015528345244 -2.44325436206284 -1.83698519190117 0.693194828713827 1.19472578672259 -0.770422449938906 -2.51313253265649 -1.55042547221392 -0.636548831778192 1.83967228243118 2.83604820128037 0.269292815971075 1.82231475877776 -2.18181823244578 -2.32724521364047 1.41228227961199 2.08666776453004 -2.61122374414484 -2.17726857669425 -3.34792997032551
"A_87_P015218" -0.98579584471185 -1.51358121321588 -2.39084116858502 -5.21100327795083 -3.48853749347362 -3.22199225811865 -2.5093628154925 -0.733081275121823 -0.342069131490395 -1.64682391889136 -2.16494946477193 -4.509554420232 -1.12477062735435 -1.11550464317021 -0.174389256726084 -2.38240338360166 -0.962661862555137 -3.51180610516829 -4.34070717985895 -4.61378663251518 -4.67390944485853 -1.18948739412059 -2.19969233826253 -1.11056051392992 -1.40456771843761 -3.52726772064479 -4.76897348390346 -4.33021015555943 -4.07723514920446 -2.97404020726284 -1.36918460666821 -3.89765390192327 -4.76697900450075 -3.59929841733219 -3.40639174100501 -1.2325641177519 -0.0948878174553773 -2.62007048616827 0.654235620116372 -3.63784916948127 -3.99513238384569 -0.723697119422435 -2.1453836486842 -3.78804962282603 -3.54626910777435 -3.62298511856101
"T002682_G001749_ACSBG2_420090" 20.1989661058904 18.3113509986657 18.0750249073808 16.1478953132975 14.7893568918815 16.9539841031903 18.6811307447764 20.6415802296411 19.5846662865137 19.6308573504134 19.1915829322289 16.9214389805788 17.3638884458547 18.5124570128305 20.250832196334 18.8046102809914 20.1159458073747 18.0770489278587 17.697838536452 16.7730755312892 15.727393253325 19.3475392908785 19.3588761233249 20.5242634323544 20.3468950165373 15.5790434679654 16.8060868940162 15.4715812526418 16.5144252704377 18.9963928593896 19.0401355147659 17.9793786873798 17.0717027266886 15.5025174811391 18.172661336218 19.0012438326591 19.5125721854909 19.1483619857266 19.9518062755302 15.3190085211516 17.8290117073791 19.1777606837811 19.7265679260103 14.9959280954549 18.2875520933155 16.5022875190523
"A_87_P160283" -2.41757760856958 2.2985631024429 -2.45109649813057 -0.928800065128829 -0.698284060134808 -2.52423934844587 0.816926890588727 -2.78168900645249 -2.65395318116916 2.2177419890903 -2.77463988948771 -1.02243030182934 -2.66753057275142 -2.66396139601935 -2.81142962419559 -2.71656264940887 0.863630808465288 -2.4074308653365 -1.42500037930637 -1.04512672488463 -2.7794102021963 0.493622925307048 -2.99336431210756 -2.22861924717995 1.46667170394751 -2.53898852504679 -2.34637947320516 -1.57834764128545 -2.53284688882715 -2.30962685752801 -1.6364926544586 -2.25358840391272 -0.174334020337455 -2.14532832711156 -2.40448513312896 1.19661192656046 -1.29099413356976 -1.67169269755794 -2.36244026070304 -2.43682679577828 -1.76115012314801 -2.20700400344916 0.644580779450322 -2.22019126745178 -2.17995180650542 -1.85401823661804
"A_87_P275028" 7.0689849138317 5.49393665333221 5.49226869650451 4.18529416214613 3.14848587251139 5.11892622208384 5.05484728997849 7.79751286997072 8.96049146885571 7.45749896678775 4.84117505386043 4.19452151499051 5.19503023975382 5.50438955690781 8.13808238949774 6.33310293475878 8.29573184813314 5.20726246168403 6.19445827395017 3.94769343143501 4.03645211529028 6.17468222675106 6.60238208822852 7.00313751631952 6.63865123044792 5.13855811095345 4.8480596030924 4.73788071675305 4.79201791579553 6.76952273873845 6.33665806469732 4.45760687089427 5.64166483217776 4.65899049555327 4.54184657406751 7.08274009914039 7.79355522345674 6.33087098659836 7.72687079264969 3.59584691931862 5.69364892454962 6.27297798371611 8.05767156693053 3.33474821125467 5.11247507263983 3.47700134831536
"A_87_P290138" 14.068471820746 12.0178274066024 12.2690504539266 10.8218252794195 9.73518752534615 11.4786057872404 11.705683663527 14.5240392593432 15.9688017302639 13.5953884866999 11.3337603364209 10.16984814629 12.0694635907882 11.5401106136743 14.7170219344915 12.8913510517534 15.1000028327184 11.9799676062529 12.4846661914326 10.4436635475069 10.4859128496403 12.5649915437655 13.2323237156462 13.5120558285004 12.5324007796754 11.9568597936289 11.6814776042327 10.8590326622512 11.5747772428054 13.801651320835 13.1451903375935 11.081567591916 11.6707524646665 11.0594680674815 11.0411573504054 13.8925455359572 14.7441953491879 13.5527777939304 13.8589144360711 9.49495182213556 12.1857145062701 12.8176620372827 14.3007510266308 9.45945145144489 11.4252126425799 9.35877988551951
"A_87_P027953" 5.18217072360033 4.58122661875168 3.46056887612734 1.26096683717845 2.16872978585202 2.70428877938974 4.97220252364176 4.728903650986 5.43109416601491 5.31208980190934 3.62749064546637 2.1058520617253 4.99386185990229 5.47492355229091 5.40846893045781 4.2112590805002 5.64809162315775 2.50921791962276 3.21599481700438 3.42978806488778 -0.152665017790456 5.25790024846778 4.10521524122171 5.05325579116386 6.12175677841025 2.88611511528237 2.54637112061293 0.940437860477186 1.68563313045124 2.77439187214893 4.84070118414416 3.07246512887454 2.02979808544632 1.99684243137336 3.18751919655498 5.55890423406107 6.04190367902905 4.9224010949868 5.38968084499413 1.54487608950438 2.44371012991336 5.02661994864361 4.08152618533819 1.45931032066758 2.08236158512323 2.15679416894844
"A_87_P061636" 1.08921917033423 -0.551693607524929 -0.580950223906384 -1.47831036152355 -0.740236759051488 -0.656545559914001 0.954251022204487 0.599281099183064 -0.673749684082147 0.805904395677886 -0.228704090872427 -0.359571376489805 -0.0635435937029417 -0.0711263099768359 1.31229287116012 0.200819279006708 1.0915269074349 -1.68346706514861 0.687999072645626 -1.57028687922111 -1.24489228329642 1.12322838606705 -0.407534491062745 -1.20111406671109 1.58172175218621 -1.45198762728795 -3.33418875287169 -1.38462452994446 -0.479511320721064 0.879590303951697 1.03090353714472 -0.631253119201184 -0.591421677530659 0.195658178631339 0.203993518768656 2.6629644786701 0.900981047554234 0.559681226339962 1.45199182407265 -2.47907202367263 0.360425935509269 0.627759767033021 0.787314586626467 -3.25750470877217 -0.218731848099241 -2.89814468971874
"A_87_P127633" 7.58997356089664 7.65065190620143 7.09489596718535 4.64713672363598 6.09721851192386 6.20570081830899 7.33750747135371 7.92684219471882 8.00811946835192 7.2869698430199 7.02876450827212 5.31006663275804 7.43493499052043 7.55331112112391 7.74969749181181 7.16281316512295 7.97044484040416 6.22123240451932 5.70175684495652 5.06738258617335 4.18541309920683 8.35342318835129 7.62179867127924 8.46924945147586 8.43647089956225 5.65067923507192 4.33179561164982 4.43476725356134 5.32007242366393 7.39386870997225 7.96876774923916 6.60839849009327 4.80734801423856 6.08522104770348 6.43993485524769 8.3574992469301 9.00401867333282 7.15162269200896 8.55627871792468 4.60219698579928 4.42860017187503 8.38308494618429 8.36133303037161 4.05557960649996 5.0360852210803 2.84929427644546
"A_87_P237273" 0.311363841337123 -1.58708468072509 -1.81144002289691 -2.50177540047571 -1.99418593971445 -1.74532692254288 0.0640834309030546 -0.502487935889041 -1.48694324023453 -0.106187547787692 -1.17166354562653 -0.773497579944647 -0.860735986984394 -0.68899996785723 0.404152851681572 -0.271159590011232 0.674757783203424 -2.71549388600994 -0.312658621289483 -2.21631095736153 -2.03073393641459 0.55804924101251 -1.40148903911368 -1.52953222948966 1.2211534983088 -2.06496804029608 -3.79263725816677 -2.33269122287076 -1.76623900340338 0.411270902461992 -0.242846883162212 -1.83301475749785 -1.242767662305 -0.923926795665133 -0.868725912787402 1.87489145056832 0.0680538940982587 -0.739528346078294 0.740684464414513 -2.99330292741427 -0.638422113722425 -0.423035364766612 0.816933199574133 -3.72022443669904 -1.55082565043764 -4.24066489117862
"lip_FASN" 6.46053089323772 5.87724764572761 6.13255018885061 3.89777838468765 4.65640491325267 5.22488578827259 5.28116511976477 7.12789405001651 7.12089502458449 6.26511353443661 5.17193938648892 4.23725122390948 7.46844232262223 6.03894312880381 7.60624941677764 6.30059776314784 7.00178545235741 5.22232979701976 4.00801754488363 2.59274190105476 3.43572877701184 7.86226628694307 6.01322008164839 7.63461239688979 7.65649609819108 4.0389310948948 3.6749868361191 1.81286439009033 3.69157832169178 6.34070022308555 7.01384940943056 5.40064402855113 3.61139799532118 3.524656324296 4.93051089502707 6.98978542041404 8.93009960851705 5.60146378237803 7.26958504631547 3.56131789168458 4.2054320898657 6.65398175313945 6.07492692359691 3.14069096778091 3.69724119343343 2.92535036558832
"A_87_P098766" 1.95304233409122 -0.241816635838199 -0.463549898545893 -2.00633547753731 -2.54066959490424 -1.62151157057039 -2.26635372515276 1.48087781209683 2.29236207490621 -1.54321710567503 -0.927516538254372 -2.04328364609308 -1.71027352553192 -2.01517107833916 0.322396268748763 0.188929380919677 -1.14552117995938 -0.114445199744812 -1.63835399979907 -2.10365115943421 0.26859082871631 -2.27436301446472 0.742670846133745 3.13054030771654 -2.08569262249626 -2.4991542182609 -2.12824579404947 -1.7105548779108 -1.63496671666795 0.465240011885817 0.354923853505013 -1.63838654455845 -1.46889492178405 -1.18042400577349 -0.365243559606549 -2.34702287529778 1.85086424140464 0.733512786450869 -2.30425418610858 -1.41765563572093 -2.10020195591464 -1.76441011427381 -1.44618658330131 -0.0596018234922416 -1.61886623103715 -1.94607221524595
"A_87_P016549" 1.34853883249375 0.989738071493529 0.573557870264213 -2.28893329373595 -0.879500645557857 -0.325805648031916 -0.00668309254470933 1.3631498763448 1.39093886066674 0.389066679247 0.934620769340321 -1.91614286330187 1.02615842699206 1.0281311817425 1.4298938782367 0.167377333033887 1.10010356294998 -0.502989728888741 -1.72857691157918 -2.50720892459127 -2.43644722659696 1.49829459434991 0.6696292910178 1.39424848340412 1.29577085350745 -1.36713001747285 -2.28715862383897 -1.96089831901535 -1.39446221487248 -0.130706285826517 1.17345498976211 -0.511686759976245 -2.46546339190746 -1.08112486562924 -0.636985746539658 1.15730525349445 2.25764041564614 0.0810963038473143 2.38555845446652 -1.64273547645075 -1.67402241689666 1.47434165345359 0.440821105564785 -1.75906922164112 -1.65149560905466 -2.00517600070563
"A_87_P220933" 2.96177201819284 -0.23975732483485 -0.876614358937396 -0.738962167658049 -0.945487465269689 -0.389888049459311 -0.85814594869693 3.87946142891436 3.29864277746002 1.43904416141591 0.145993108385745 -0.251934434392399 -0.120206721416846 1.67782541798765 3.43035832527895 2.77027497027192 2.01916142648422 -0.026347390154037 -1.17887500357622 -0.764646700300685 0.637616203853573 1.94335939827163 1.52977341589508 3.47982995520688 2.20718181566915 -1.41267314124108 1.69394552467486 -0.652016792569192 0.654815351494717 1.65135566589949 2.29480412743583 0.777007847024076 -0.556500291043121 -0.672791643787031 0.154339493386565 -1.79024011190003 2.70257790068669 1.51752299566293 2.42519446650274 0.504229417713408 -0.489134536649453 1.56439706302499 1.45273979910732 -0.763568991249381 -1.18810766154137 -0.285684321946513
"lip_ANGPTL4" 1.08714786221315 -0.45732347409048 -0.590584823244144 -1.37290006185659 -0.595279740476267 -0.49221785360946 0.758739753555223 0.689716129300148 -0.588381946190881 0.772390629601134 -0.14089518027055 0.102329469805403 0.374966188641713 0.0212555588980011 1.31286791439958 0.329721085069826 1.23081675581424 -1.28650424776118 0.799878045985522 -1.50718001340318 -0.99937041286274 1.70317288591897 -0.255685267297568 -0.519472147353982 1.98710163782288 -1.15331638077223 -2.98905915464494 -1.05172868194536 -0.381051394071603 0.873691713903109 0.722653221860795 -0.576407919047206 -0.309736795102439 0.262623772593087 0.208396335604394 2.67976353362768 1.04657637416212 -0.0948914683595001 1.66081958805638 -2.32456442992775 0.444396681036374 0.806433125947392 1.09969007149734 -2.99983799443554 0.0350117191240735 -2.49443427680662
"A_87_P013699" 0.247086225448064 1.93477923143354 0.620700220131505 -0.630723184188148 -0.214212872416277 0.344203739171024 1.77972934914511 0.562389820123869 1.72449224094484 1.55007066019157 -0.729497171282159 -0.472356821634687 1.5477186334545 1.84050844910786 2.35763483502372 0.180082864609431 1.13762597029977 0.130132388006811 0.0684462137981142 -0.317606383233447 -1.59776015004603 1.7733437364355 -1.55677184512218 1.21481323833822 2.44076104366283 -0.0855687241971576 0.712126353916243 -1.06691513762141 -1.70712424506004 -0.0464824713723723 1.59436980022088 -1.06227288589161 -0.017361048427939 1.01429755943868 -0.171698328833151 2.23616725659262 1.83689211856026 0.661027086406535 2.41646078923297 -2.08042624978598 0.439726250266827 1.0098908084228 1.24844862085322 -2.02646788477616 -0.446945468040603 -1.30638053910751
"A_87_P009541" 6.09720769057849 5.82552835035777 6.103877522345 3.98944293039908 4.8049653870063 5.40035227454518 5.27286835665833 6.85644526177381 6.76474163934687 6.20619247177082 5.21857135362558 4.1543107630157 7.40053876342443 5.82565319666229 7.39653705750631 6.16621968178874 7.02545644504432 5.14757337294894 4.23269316957512 2.55591145566741 3.63310085469195 7.85692537992361 5.82872791071847 7.50432292035917 7.57593140013373 3.96433454148352 3.65583334765939 1.9377627125633 3.71965745094548 6.34054888614584 6.84706695423334 5.45948226076988 3.62526603711641 3.59025160342477 4.98378295700167 6.85945190310579 8.83193587810301 5.41342575062935 6.96706001896136 3.65084168936656 4.3311737913647 6.66392719150928 5.9563705953757 3.25423374732916 3.80848640105912 2.999275196667
